anime_id,name,genre,type,episodes,rating,members
31568,Wake Up,Music,Music,1,5.6,254
5632,Nihonichi Momotarou,Fantasy,Movie,1,5.59,705
2455,Prayers,Sci-Fi,OVA,2,5.59,952
17849,Sparrow&#039;s Hotel,Comedy,TV,12,5.59,6654
31807,Sugio: Mori de Koi wo Shite,Comedy,ONA,3,5.59,101
32886,Anitore! EX: Jigoku no Training,Sports,Special,5,5.58,961
32588,Meow no Hoshi,Drama,OVA,1,5.58,212
7296,Michi (Music),Music,Music,1,5.58,431
18375,Kaitou Reinya Pilot,Comedy,Special,1,5.57,438
24237,Surprise 4 U.,Sports,ONA,2,5.57,126
4827,_Summer Specials,Harem,Special,2,5.57,1977
7244,Hyakka Zukan,Comedy,Movie,1,5.56,446
13519,Organic,Comedy,ONA,1,5.56,183
29850,AKB48 Stage Fighter,Action,Special,1,5.55,359
19217,And And,Music,Music,1,5.55,470
7451,Kid&#039;s Castle,Comedy,Movie,1,5.55,337
9850,Koguma no Koro-chan,Kids,Movie,1,5.55,248
8752,Message Song,Music,Music,1,5.55,168
10941,Mushi no Tameiki,Music,Music,1,5.55,465
1982,Osu,Slice of Life,Movie,1,5.55,2021
8682,Television,Horror,ONA,1,5.55,322
7255,Hanaori,Comedy,Movie,1,5.54,450
31641,Niedola,Music,Music,1,5.54,131
31624,Tomato ni Natta Otokonoko,Kids,ONA,1,5.54,190
13369,Cornelis,Comedy,Movie,1,5.53,202
28987,Kamakura,,Movie,1,5.53,164
8696,Shiroi Michi,Music,Music,1,5.53,207
19219,Modern No.2,,Movie,1,5.52,374
31107,Summer Train!,Slice of Life,Special,1,5.52,247
29955,Insomniac,Music,Music,1,5.51,108
7782,Kämpfer Picture Drama,Comedy,Special,1,5.51,10213
6183,You Shoumei Bijutsukan Line,Fantasy,OVA,1,5.51,483
7423,The Tales of Rien Village #1: &quot;Toilet ni Ittokiya&quot;,Fantasy,ONA,1,5.5,365
12295,Tobacco to Hai,Adventure,Movie,1,5.5,319
29609,Chinka,Action,Special,1,5.49,132
3320,Harbor Light Monogatari: Fashion Lala yori,Shoujo,OVA,1,5.49,800
30428,Hikenai Guitar wo Hikundaze,Music,Music,1,5.49,217
18425,Ikeike! Momon-chan Specials,Comedy,Special,3,5.49,321
5873,Tarou-san no Kisha,Action,Movie,1,5.49,662
20547,Top wo Nerae 2! Kagaku Kouza,Sci-Fi,Special,3,5.49,737
6131,Charady no Joke na Mainichi,Comedy,TV,365,5.48,1612
7528,Kujira (1952),Fantasy,Movie,1,5.48,317
7497,Mikan-bune,Historical,Movie,1,5.48,190
13515,Neo Satomi Hakkenden: Satomi-chanchi no Hachi Danshi,Comedy,ONA,1,5.48,354
32764,Sun Set Sun,Music,Music,1,5.48,93
8774,3-tsu no Hanashi,Fantasy,Special,1,5.47,257
15525,Bokura no Hero,Music,Music,1,5.47,202
24633,LolitA☆Strawberry in Summer,Music,Music,1,5.46,196
28717,Luigi&#039;s Toy Adventure,Adventure,ONA,1,5.46,455
6843,Kangaroo no Tanjoubi,Adventure,Movie,1,5.45,419
8717,Kumo ga Haretara,Music,Music,1,5.45,297
10674,Omake,Comedy,Movie,1,5.45,339
29956,Swimming,Dementia,Movie,1,5.45,125
29629,Coffee Break,,Movie,1,5.44,265
7569,Idol Ace,Comedy,ONA,1,5.44,559
13085,Kitsutsuki Keikaku,Slice of Life,Movie,1,5.44,194
29946,Orchestra,Music,Music,1,5.44,137
29673,Shin Tenchi Souzou,Comedy,Movie,1,5.44,129
30341,Tarzan,Dementia,Movie,1,5.43,130
15533,Yakimochi Caprice,Slice of Life,Special,2,5.43,328
31309,Balloon,Dementia,ONA,1,5.42,230
1075,Netrun-mon the Movie,Comedy,OVA,1,5.42,961
5826,Oira no Yakyuu,Sports,Movie,1,5.42,866
7448,Pacusi,Comedy,TV,18,5.42,215
2897,Nandarou,Comedy,Special,1,5.41,1584
34324,Chiryokumaru,Action,ONA,1,5.4,817
7530,Hana to Chou,Fantasy,Movie,1,5.4,203
32344,Nana-iro Megane,Music,Music,1,5.4,90
14743,Nara Shika Monogatari,Comedy,ONA,1,5.4,228
31102,Taiko no Tatsujin: 15 Shuunenkinen Short Animation,Game,ONA,1,5.4,461
25377,TOTO Green Challenge,Slice of Life,ONA,1,5.4,115
21875,Chou Akuukan Bouheki Cheese Napolitan,Music,ONA,1,5.39,554
21717,Koisuru Niwatori,Music,Music,1,5.39,129
14023,R²: Rise R to the Second Power,Music,Music,1,5.39,240
30075,Yuki no Hi no Tayori,Music,Music,1,5.39,122
3463,A.LI.CE,Sci-Fi,Movie,1,5.38,1034
12865,Ai wa KAT-TUN,Comedy,ONA,5,5.38,1513
32811,Black Ocean,Music,Music,1,5.38,83
5869,Chou no Sainan,Action,Movie,1,5.38,619
7449,Pacusi no Uta,Comedy,Special,1,5.38,225
11729,Space Neko Theater,Comedy,ONA,1,5.38,584
13087,Youkoso Uchuujin,Comedy,Movie,1,5.38,190
30105,Fukashigi no Kazoekata,Kids,ONA,1,5.37,143
28639,Futon,Dementia,Movie,1,5.37,358
31108,Green Dakara x Bakemono no Ko,Music,ONA,2,5.38,1086
31512,Love &amp; Gift,Slice of Life,ONA,1,5.37,155
28653,Maze,,Movie,1,5.37,138
30336,Tori,Dementia,Movie,1,5.37,117
32767,Hane,Music,Music,1,5.36,97
7488,Karo to Piyobupt: Ame no Hi,Fantasy,Movie,1,5.36,392
29701,Ni-hiki no Sanma (1968),Comedy,Movie,1,5.36,161
15529,Wamono,Music,Music,1,5.36,224
6935,Enkinhou no Hako: Hakase no Sagashimono,Slice of Life,Special,1,5.35,729
13441,Shiawasette Naani,Fantasy,OVA,1,5.35,434
25461,Tatamp,Music,Movie,1,5.35,273
17353,Tenpou Suikoden Neo,Historical,TV,5,5.35,533
29347,20-dai no Heya-hen,Slice of Life,Special,1,5.34,733
32813,2010,Music,Music,1,5.34,217
32377,Azure Nihon Data Center,Action,ONA,1,5.33,350
30433,Eat You Up/Bunny,Music,Music,1,5.34,116
6827,Suzume no Oyado,Fantasy,Movie,1,5.34,359
12521,Tentoumushi no Otomurai,Music,Music,1,5.34,309
6856,Aoi Chou,Music,Music,1,5.33,810
17395,Ark IX,Action,OVA,1,5.33,5308
30948,Kowabon,Horror,TV,13,5.33,21026
6847,Gulliver Funtouki,Adventure,Movie,1,5.32,340
3695,Spectral Force Chronicle Divergence,Fantasy,OVA,1,5.32,410
33572,Idol Memories,Music,TV,12,5.31,5027
6829,Izakaya no Ichiya,Action,Movie,1,5.31,406
30327,New York Trip,Dementia,Movie,1,5.31,131
30393,Hana no Hanashi,Slice of Life,Movie,1,5.3,104
31244,Makura no Danshi: Sono Ato no Makura no Danshi,Shoujo,Special,1,5.3,1432
30076,Roba Chotto Suneta,Music,Music,1,5.3,107
29904,Yellow,Psychological,Movie,1,5.3,144
10743,Tora-chan no Kankan Mushi,Drama,Movie,1,5.29,335
31262,Ghost,Dementia,Movie,1,5.28,136
30430,Kimi wa Sou Kimeta,Music,Music,1,5.3,107
3799,Speed,Comedy,Movie,1,5.28,525
29173,Tensai Banpaku Opening,Dementia,ONA,1,5.28,242
30241,Umo,Music,Music,1,5.28,107
30330,Utsukushii Hoshi,Dementia,Movie,1,5.28,114
32291,Kakegae no,Drama,ONA,1,5.27,103
7446,Karo to Piyobupt: Sandwich,Comedy,Movie,1,5.27,348
29633,Kiseki,Dementia,Movie,1,5.27,130
24861,Akaoni to Aooni no Tango,Music,Music,1,5.26,164
7843,Kiekaketa Monogataritachi no Tame ni,Dementia,Movie,1,5.26,448
20725,"Lies, Lies.",Music,Music,1,5.26,185
31834,Mormorando,,Movie,1,5.26,181
28687,Poker,Music,Music,1,5.26,311
8958,Potecco Babies,Comedy,ONA,2,5.26,184
2181,TANK S.W.A.T. 01,Mecha,OVA,1,5.26,1332
10710,Houkago no Pleiades: Manner Movie,Magic,Movie,1,5.25,1773
7445,Karo to Piyobupt: Ouchi,Comedy,Movie,1,5.25,351
30073,Onaka no Ookina Ouji-sama,Music,Music,1,5.25,115
25549,Psychedelic Afternoon,Music,Music,1,5.25,462
30334,Sleepy,Dementia,Movie,1,5.25,111
29932,Yume,Dementia,Movie,1,5.25,127
28765,The Baby Birds of Norman McLaren,Music,Movie,1,5.24,208
6181,Highway Jenny,Fantasy,OVA,1,5.23,677
22059,Kakumeiteki Broadway Shugisha Doumei,Music,Music,1,5.23,283
4395,Norakuro Nitouhei: Enshuu no Maki,Adventure,Movie,1,5.23,355
23053,Nisou no Kuzu,Psychological,Movie,1,5.22,265
5874,Sankou to Tako: Hyakumanryou Chinsoudou,Action,Movie,1,5.22,369
994,Sin in the Rain,Mystery,OVA,1,5.22,1674
22175,The Harmonic Gleam Vibration,Dementia,Movie,1,5.22,150
28761,00:08,Dementia,Movie,1,5.21,2386
24807,Kawaii Cook-san,Slice of Life,ONA,1,5.21,115
30077,Koro wa Yane no Ue,Music,Music,1,5.21,108
5017,Yume no Kakera,Music,Music,1,5.21,776
31507,Ari Ningen Monogatari,,Movie,1,5.2,191
32803,Dreaming Pupa: Yumemiru Bokura,Music,Music,1,5.2,96
15455,Sakura,Fantasy,Movie,1,5.19,355
31257,Spacy,Dementia,Movie,1,5.14,131
7494,Usagi to Kame,Fantasy,Movie,1,5.19,185
5872,Doubutsu Mura no Sports Day,Action,Movie,1,5.18,448
10406,Spelunker Sensei,Comedy,OVA,1,5.18,1976
6848,Doubutsu Mura no Daisodou,Action,Movie,1,5.17,355
8952,Nougyou Musume!,Comedy,Special,1,5.17,1133
14235,Salad Land,Fantasy,ONA,1,5.17,168
6769,Mura Matsuri,Music,Movie,1,5.16,997
7021,Ni-hiki no Sanma,Comedy,Movie,1,5.16,344
5880,Oshiruko,Comedy,ONA,1,5.16,749
29411,12-gatsu no Uta,Kids,Movie,1,5.15,193
6852,Ahiru no Otegara,Adventure,Movie,1,5.15,748
4392,Ooatari Sora no Entaku,Comedy,Movie,1,5.15,461
10859,Sorette♡Dakara ne!,Slice of Life,ONA,1,5.15,1223
30404,Taku Boda,Dementia,Movie,1,5.15,115
31760,Tsuru Shitae Waka Kan,,Movie,1,5.15,195
30074,Symphonic Variations,Music,Music,1,5.14,121
24843,Clarinet Kowashichatta,Music,Music,1,5.13,111
2232,Funny Pets,Comedy,TV,12,5.13,361
23065,Kaidan,Supernatural,Movie,1,5.13,293
29766,Playground,Dementia,Movie,1,5.11,195
8732,Yuuki Hitotsu wo Tomo ni Shite,Music,Music,1,5.13,202
30431,Anata mo Robot ni Nareru feat. Kamome Jidou Gasshoudan,Music,Music,1,5.12,137
13513,Anima,Music,Movie,1,5.12,952
28587,Modern,,Movie,1,5.12,237
21891,Natsumi Step!,Music,Music,1,5.12,136
31513,Aoki Seimei Hoken,Comedy,Special,1,5.11,158
5299,Coffee Tadaiku,Slice of Life,Movie,1,5.11,413
31831,Fantasy,,Movie,1,5.12,193
7809,3-tsu no Kumo,Dementia,Movie,3,5.1,918
30424,Instant Music,Music,Music,1,5.1,164
29905,"Yasashii Fue, Tori, Ishi",Dementia,Movie,1,5.1,139
4394,Norakuro Gochou,Adventure,Movie,1,5.09,444
6832,Shoujouji no Tanuki-bayashi Ban Danemon,Supernatural,Movie,1,5.09,628
6837,Tengu Taiji,Comedy,Movie,1,5.09,501
12919,Yoru no Hi,Psychological,Movie,1,5.07,357
32765,Cherry Blossom (Music),Music,Music,1,5.08,113
29944,Kuchao,Dementia,Movie,1,5.08,184
31833,Metamorphose,,Movie,1,5.08,175
23023,Peaceful Times (F02) Petit Film,Music,Music,1,5.07,1650
7485,Urashima Tarou,Historical,Movie,1,5.08,409
25291,Yomiuri Shimbun,Historical,Special,1,5.08,314
6842,Oyoge ya Oyoge,Sports,Movie,1,5.07,349
8957,Susume! Gachimuchi Sankyoudai,Comedy,ONA,1,5.07,132
20707,&quot;0&quot;,Music,Music,1,5.06,1170
31267,Akuma no Kairozu,Dementia,Movie,1,5.06,131
10742,Saru to Kani no Gassen,Drama,Movie,1,5.06,200
13795,The Green Wind,Fantasy,Special,1,5.06,295
9777,Umacha,Slice of Life,Special,2,5.06,748
7810,Yami wo Mitsumeru Hane,Dementia,Movie,1,5.06,500
30399,Arigatou Gomennasai,,Movie,1,5.05,115
6841,Maabou no Kinoshita Toukichirou,Samurai,Movie,1,5.05,442
29865,BAR Kiraware Yasai,Comedy,TV,13,5.04,1785
31759,Hakubutsushi,Dementia,Movie,1,5.04,191
25533,Many Mary,Music,Music,1,5.04,153
30400,Yakusoku,Dementia,Movie,1,5.04,107
22165,Chirico,Dementia,Movie,1,5.03,164
29902,A Play,Music,Music,1,5.02,185
32293,Kerorinpasu,Music,ONA,1,5.02,98
29933,MTV Japan Station ID,Music,Special,2,5.02,147
30401,Rule,Dementia,Movie,1,5.02,106
30332,Comics,Dementia,Movie,1,5.02,160
30427,Mr. Empty,Music,Music,1,5.01,92
32295,Ai Sky Tree 21,Action,ONA,1,5,137
29597,Hana,Comedy,Movie,1,5,207
7032,Kitte no Gensou,Comedy,Movie,1,5,428
30078,Beautiful Name,Kids,Movie,1,4.99,116
29768,Fantastic Cell,Dementia,Movie,1,4.99,220
5870,Hibari no Yadogae,Action,Movie,1,4.98,519
30335,Portrait,Dementia,Movie,1,4.98,112
4966,Jigazou,Comedy,Movie,1,4.97,1152
15527,Hanabeam,Music,Music,1,4.95,290
29941,Million Doll,Music,TV,11,4.95,8389
3490,Rayca,Sci-Fi,OVA,1,4.95,841
32400,KochinPa!,Comedy,TV,12,4.94,529
29681,Odoroki Ban,Dementia,Movie,1,4.94,148
32779,Anygedybudybombom,Music,Music,1,4.93,92
19297,Ketsuekigata-kun! Featuring Yuri &amp; Nasuno,Comedy,Special,1,4.93,1783
30705,Makura no Danshi,Shoujo,TV,12,4.93,19386
29989,Kaze no Kokyuu: Animation ni Yoru Oufuku Shokan,Dementia,Movie,1,4.92,132
28655,PiKA PiKA,,Movie,1,4.92,289
30104,Seichou Rap,Music,Music,1,4.93,105
9976,Wakaranai Buta,Drama,Movie,1,4.92,333
28831,Anomalies,Psychological,Special,1,4.91,238
6431,Chameko no Ichinichi,Comedy,Movie,1,4.91,488
30666,Memories: Younenki no Joukei,Dementia,Movie,1,4.91,133
22163,Natsu no Shisen 1942,Dementia,Movie,1,4.9,167
6831,Hinomaru Hatanosuke: Bakemonoyashiki no Maki,Supernatural,Movie,1,4.89,593
29906,Kakari,Psychological,Movie,1,4.89,122
13541,Rui no Masaiban,Comedy,ONA,1,4.89,251
33814,Ao Oni The Animation,Horror,TV,Unknown,4.88,7413
28641,Great Rabbit,Psychological,Movie,1,4.84,387
7501,Kintarou Taiiku Nikki,Comedy,Movie,1,4.88,174
20955,Peeping Life: YouTuber-kun,Comedy,ONA,4,4.87,245
30326,Ushi Atama,Dementia,Movie,1,4.87,120
33690,Nazotokine,Game,TV,12,4.86,7284
7031,Satsujinkyou Jidai,Fantasy,Movie,1,4.86,670
22171,Tanaami Keiichi no Shouzou,Dementia,Movie,1,4.86,170
6823,Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,Fantasy,Movie,1,4.85,411
30429,Utsukushii,Music,Music,1,4.85,109
29311,Shousei Shikisai Gensou,Music,Movie,1,4.84,232
29907,Fue,Dementia,Movie,1,4.83,141
31584,Henkei Sakuhin Dai 1-ban,Dementia,Movie,1,4.83,117
30480,Bara Bara Film,Dementia,Movie,1,4.81,110
32288,Jingle,Fantasy,ONA,1,4.8,214
30418,Petit Manga,Dementia,Movie,1,4.8,103
4462,Tairiki Tarou no Mucha Shuugyou,Action,Movie,1,4.8,852
31832,Zawazawa,,Movie,1,4.8,216
29293,Isu,Dementia,Movie,1,4.79,259
17151,Mogu Mogu,Music,Music,1,4.79,217
33276,Konnichiwa Onara Gorou,Comedy,ONA,1,4.76,483
13421,Wheels,Comedy,OVA,1,4.76,314
13359,PistStar,Magic,ONA,1,4.74,266
7071,Shoujouji no Tanuki-bayashi,Kids,Movie,1,4.74,475
7026,Mado,Comedy,Movie,1,4.73,454
9318,Samero,Dementia,Movie,1,4.73,403
5868,Haru no Uta,Music,Movie,1,4.72,641
6000,Haruwo,Action,OVA,1,4.72,493
5661,Umi no Momotarou,Samurai,Movie,1,4.72,525
30664,Jinkou no Rakuen,Dementia,Movie,1,4.71,133
31578,JK Meshi!,Comedy,TV,26,4.71,7131
28647,Kappo,,Movie,1,4.71,335
30331,Motion Lumine,Dementia,Movie,1,4.71,124
13793,Fashion no Hajimari,Comedy,ONA,1,4.7,352
30337,Mac the Movie,Dementia,Movie,1,4.7,127
30667,Mou Hitotsu no Nijiiro Toshi,Dementia,Movie,1,4.7,128
3930,Issunboushi no Shusse,Supernatural,Movie,1,4.69,685
29908,Kodomo no Kaitei no Koto,Psychological,Movie,1,4.69,152
30339,Play Jazz,Dementia,Movie,1,4.69,119
10585,Chuunen Punk,Music,Music,1,4.68,308
23051,Ga no Iru Tokoro,Dementia,Movie,1,4.68,343
11691,Bloody Date,Horror,ONA,1,4.66,1891
5812,Doubutsu Sumo Taikai,Action,Movie,1,4.67,585
30367,Lemon Home Animation Gekijou,Comedy,Special,2,4.65,254
7029,Tonari no Yarou,Comedy,Movie,1,4.65,482
5811,Nezumi no Rusuban,Action,Movie,1,4.64,532
29988,Commercial War,Dementia,Movie,1,4.63,145
28645,Haru no Shikumi,Dementia,Movie,1,4.63,363
30328,Head Spoon,Dementia,Movie,1,4.62,129
4397,Osaru no Sankichi: Totsugeki-tai,Military,Movie,1,4.62,489
30092,Wakie Wakie,Music,Music,1,4.62,192
6849,Bouken Dankichi: Hyouryuu no Maki,Adventure,Movie,1,4.6,438
30814,Landscape,Dementia,Movie,1,4.58,120
5813,Urashima Tarou (1931),Action,Movie,1,4.58,841
23517,Calligraffiti,Music,Movie,1,4.57,200
30340,Direct Animation,Dementia,Movie,1,4.56,132
9801,Hustle!! Tokitama-kun,Dementia,Special,1,4.56,369
29971,Landmark,Dementia,ONA,1,4.56,109
33282,Arakure Junichi no Namida,Comedy,ONA,1,4.55,169
13543,Nantokashite Alguard,Comedy,ONA,1,4.55,211
7897,Issho ni Sleeping: Sleeping with Hinako,Ecchi,OVA,1,4.54,10703
22159,"Yami no Kioku, Yume no Inei",Dementia,Movie,1,4.53,181
30396,Akai Kutsu! Onnanoko!,Dementia,Movie,1,4.52,138
7027,Manga,Comedy,Movie,1,4.52,492
7030,Kemeko no Love,Comedy,Movie,1,4.48,737
22167,Goldfish Fetish,Dementia,Movie,1,4.46,200
23055,Kangaeru Renshuu,Kids,Movie,1,4.46,213
30669,Why Re-Mix 2002,Dementia,Movie,1,4.46,124
7811,Yoru no Okite,Dementia,Movie,1,4.46,711
6851,Kaitei no Boukun,Adventure,Movie,1,4.45,474
1993,Hanoka Recap,Sci-Fi,Special,1,4.43,471
18561,Mahou no Hiroba,Music,Music,1,4.43,182
33021,Ragnastrike Angels,Action,TV,12,4.42,7365
10586,Cafe de Oni,Music,Music,1,4.4,381
30559,Why,Dementia,Movie,1,4.4,139
6844,Osaru no Sankichi: Boukuusen,Military,Movie,1,4.39,525
29973,Aya Hito Shiki to Iu na no Ishi Hata,Dementia,ONA,1,4.38,177
30329,Nice to See You,Dementia,Movie,1,4.38,122
6834,Taa-chan no Kaitei Ryokou,Adventure,Movie,1,4.35,468
29980,Adventures in Beauty Wonderland,Dementia,Movie,1,4.32,698
30668,Walking Man,Dementia,Movie,1,4.3,211
29957,Count Down,,Movie,1,4.27,231
1812,Hanoka,Sci-Fi,TV,12,4.27,1686
6828,Ohi-sama to Kaeru,Comedy,Movie,1,4.27,359
3801,Yami no Teio: Kyuuketsuki Dracula,Vampire,Special,1,4.24,1070
23877,Gondora,Dementia,Movie,1,4.21,707
29954,Embah,Dementia,ONA,1,4.17,222
22157,Yasashii Kinyoubi,Dementia,Movie,1,4.17,358
30665,4.Eyes,Dementia,Movie,1,4.15,195
30859,Memory of Red,Dementia,Movie,1,4.15,331
6833,Ninjutsu Hinotama Kozou: Edo no Maki,Action,Movie,1,4.15,474
31689,Requiem (ONA),Dementia,ONA,1,4.11,334
29978,001,Comedy,ONA,1,4,916
22177,Madonna (Movie),Dementia,Movie,1,4,248
1657,Byston Well Monogatari: Garzey no Tsubasa,Fantasy,OVA,3,3.99,5822
22181,Shunga,Dementia,Movie,1,3.99,242
28637,Dreams,Dementia,Movie,1,3.98,381
33394,Mahou Shoujo? Naria☆Girls,Magic,TV,12,3.91,3414
28657,Red Colored Bridge,Psychological,Movie,1,3.9,450
29979,Petting a Dog,Slice of Life,ONA,1,3.88,375
22173,Yume 10 Yoru,Dementia,Movie,1,3.88,317
16606,C.L.A.Y.,Horror,ONA,1,3.84,1104
29984,Crayon Angel,Dementia,Movie,1,3.8,322
29995,The Embryo Develops into a Fetus,Dementia,ONA,1,3.76,727
8689,Born by Myself,Psychological,ONA,1,3.73,935
11689,CCW: Crazy Clay Wrestling,Sports,ONA,1,3.68,1030
11915,Within the Bloody Woods,Horror,ONA,2,3.65,1099
7028,Pop,Comedy,Movie,1,3.63,508
32294,Ai (ONA),Romance,ONA,1,3.6,332
31586,Mochibei,Dementia,Movie,1,3.58,549
22161,Scrap Diary,Dementia,Movie,1,3.59,470
32894,Love Bites,Horror,ONA,1,3.33,537
22169,Fetish Doll,Dementia,Movie,1,3.32,654
22179,Aki no Puzzle,Dementia,Movie,1,3.27,463
6953,Ningen Doubutsuen,Dementia,Movie,1,2.78,1893
31634,Kokuhaku,Horror,ONA,1,2.67,816
29949,Nami,Dementia,Movie,1,2.67,1817
25627,"&quot;Aesop&quot; no Ohanashi yori: Ushi to Kaeru, Yokubatta Inu",Kids,Movie,1,5,113
24783,3-D Tengoku,Music,Music,1,4.06,117
30214,A Smart Experiment,Dementia,Special,1,4.03,109
9433,A-jang.com,Fantasy,TV,13,5.57,252
29750,AAA de Ikou!!: Yuuna &amp; Akiko,Comedy,OVA,1,5.67,93
33500,Acerola-chan,Comedy,ONA,3,5,52
11541,Ad Lib Anime Kenkyuujo,Comedy,TV,38,5.29,677
17086,Agigongryong Doolie (1988),Kids,TV,7,5.35,139
16570,Agigongryong Doolie (Movie),Kids,Movie,1,5.48,155
32150,Ai to Shi,Action,Special,1,5,69
24857,Akagaki Genzou: Tokuri no Wakare,Comedy,Movie,1,4.5,87
24999,Akai Jitensha,Music,Music,1,4.54,91
30446,Akazukin to Kenkou,Comedy,OVA,1,4.3,91
29889,Akuei to Gacchinpo Tenkomori: Maboroshi no Omake Episode,Comedy,Special,1,4.17,53
6078,Al Caral no Isan,Sci-Fi,OVA,1,5.87,224
10112,Alexandros no Ketsudan,Historical,OVA,1,5.48,212
18819,Alice Tantei Kyoku,Kids,TV,56,6.13,119
32253,Ama Gli Animali,Kids,Movie,1,5.67,37
32778,Ame no Bus Stop-hen,Music,Music,1,3.67,74
25971,Angel (Special),Dementia,Special,1,5.59,137
17671,Animal 1,Sports,TV,27,6.71,122
20237,Anime Document: München e no Michi,Sports,TV,16,6.5,83
8723,Anime Rakugo Kan,Comedy,OVA,4,5.84,264
30617,Animegatari,Comedy,Movie,Unknown,5.36,1308
31563,"Ano Hi, Bokura wa Senjou de: Shounenhei no Kokuhaku",Historical,Special,1,7.12,122
19557,"Anpanman to Hajime yo! Iro, Kazu, Katachi Wakarukana Iro, Katachi",Kids,Special,1,5.97,120
24869,Aoi Umi to Shounen,Slice of Life,OVA,1,5,68
29791,Are wa Dare?,Kids,Movie,1,4.58,114
7633,Ari no Seikatsu,Fantasy,Movie,1,4.4,138
21761,Ari to Hato,Kids,Movie,1,7.6,79
21763,Ari to Hato (1953),Kids,Movie,1,7.6,72
21765,Ari to Hato (1959),Kids,Movie,1,4.74,91
24809,Arigatou Kumanofu,Comedy,ONA,11,4,69
33044,Asa da yo! Kaishain,Comedy,TV,Unknown,4.33,177
13947,Ashita no Eleventachi,Sports,Special,1,6.05,154
31693,Ashita Tenki ni Naare Omake,Sports,OVA,1,4.09,50
21553,Asobo Toy-chan,Kids,TV,53,6.14,63
28091,Asu wo Tsukutta Otoko: Tanabe Sakurou to Biwako Sosui,Historical,Movie,1,6.75,85
9796,Atashin&#039;chi 3D Movie: Jounetsu no Chou Chounouryoku Haha Dai Bousou,Comedy,Movie,1,6,196
31730,Audition,Music,Movie,1,6,78
7715,Auto Mommy,Fantasy,Movie,1,5.12,173
24785,Awate Tokoya,Music,Music,1,3.7,92
29708,Üks Uks,Dementia,Movie,1,6.17,66
15787,Backstage Idol Story,Music,TV,8,5.55,292
17479,Bad Badtz-Maru no Ore no Pochi wa Sekaiichi,Kids,Movie,1,5.73,109
30125,Bad Badtz-Maru no Otoko Dokyou no Omoiyari,Comedy,OVA,1,4.89,56
24373,Bakabon Osomatsu no Karee wo Tazunete Sansenri,Comedy,Special,1,6.58,173
13553,Bakusou Circuit Roman Twin,Sports,OVA,1,6,135
30249,Balgwanghaneun Hyeondaesa,Drama,Movie,1,6.57,195
30093,Ball yo Doko e Yuku,Comedy,ONA,1,3.89,114
24875,Barnacle Lou,Kids,TV,52,6.33,61
30989,Bary-san no Imabari-ben Kouza,Comedy,TV,Unknown,4.79,298
31662,Bary-san x Gospe Rats: Tonde Bary Bary Monogatari,Music,Music,1,4.67,58
29359,Bazar dé Gozarre,Comedy,Special,33,4.67,58
29897,Beer Mukashi Mukashi,Historical,Movie,1,5.29,85
29710,Believe in It,Dementia,Movie,1,4.8,57
33550,Bic Contact X Mameshiba Collab CM,Comedy,Special,1,4.81,112
9812,Bit the Cupid,Comedy,TV,48,6,109
29764,Blend,,Movie,1,3.89,90
24793,Bloody Bunny,Comedy,TV,26,5.26,170
4680,Bocchan,Historical,Special,1,6.17,317
23731,"Boku datte, Kirei ni Shitainda",Kids,OVA,1,4,54
32859,Boku wa Kimi wo Warawanai,Music,Music,1,5.4,80
24791,Boku wa Ou-sama,Kids,OVA,4,6.43,58
18191,Boku wa Ou-sama (TV),Kids,TV,12,6.4,141
24795,Boku wa Ou-sama (TV) Special,Kids,Special,1,6.89,53
6568,Bokura no Saibanin Monogatari,School,ONA,1,4.93,214
8416,Bonobono,Comedy,Movie,1,6.81,148
8417,Bonobono (TV) Specials,Comedy,Special,9,5.8,120
8403,Bonobono: Kumomo no Ki no Koto,Drama,Movie,1,6,137
8184,Bouken Gabotenjima,Adventure,TV,39,6.58,140
8183,Bouken Korobokkuru,Adventure,TV,26,6.58,171
33273,Bouningen Weekend,Slice of Life,ONA,20,4.87,68
9343,Bousou Sengokushi,Action,OVA,2,5.71,156
31258,Box,Dementia,Movie,1,3.61,98
9665,Bucchigiri,Sports,OVA,4,6.13,159
9540,Bucket de Gohan,Comedy,TV,20,7.13,119
30202,Bucket no Ana,Music,Music,1,4.13,57
24881,Bunbuku Chagama,Kids,Movie,1,7.1,88
29921,Bunbuku Chagama (1958),,Movie,1,5.52,86
29743,Buonomo,Slice of Life,ONA,13,6,48
29742,Butazuka,Slice of Life,ONA,13,5.2,44
33863,Cakes,Comedy,ONA,Unknown,2.58,56
32345,Celebration and Chorale,Music,Movie,1,5.28,93
7803,Challenge Ichinensei de Kakkoii Ichinensei ni Henshin!,Kids,OVA,1,5.86,176
23185,Chamebou Kuukijuu no Maki,Comedy,Movie,1,8.4,66
23187,Chamebou Shin Gachou: Nomi Fuufu Shikaeshi no Maki,Comedy,Movie,1,6,72
29655,Chanda Gou,,Movie,1,4.42,91
29861,Channel 5.5 3rd Season Prologue,Comedy,ONA,1,4.91,155
29862,Channel 5.5 4th Season Prologue,Comedy,ONA,1,4.81,157
29860,Channel 5.5 Prologue: Shin Bangumi Start!,Comedy,ONA,1,4.71,135
9903,"Chi Dor Dor, Chi Dor Dor",Kids,TV,15,5.77,87
8025,Chi-Sui Maru,Comedy,TV,41,5.63,185
